second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
220.0;0;32;1;0.09090909;0.27272728;0.0;0.88124555;0.0;37;0.05666156;0.16998468;0;0;0;13;1
220.0;42;46;1;0.09090909;0.09090909;0.019886766;0.019886766;0.0042877197265625;102;0.15620214;0.15620214;1;0;0;0;1
220.0;10;32;1;0.09090909;0.27272728;0.2319179;0.88124555;0.0500030517578125;37;0.05666156;0.16998468;0;0;0;11;1
220.0;15;32;1;0.09090909;0.27272728;0.6493277;0.88124555;0.1399993896484375;37;0.05666156;0.16998468;0;0;0;11;1
220.0;16;21;2;0.27272728;0.18181819;0.045435242;0.029016277;0.006256103515625;131;0.32006127;0.20061256;0;0;0;8;1
221.0;35;36;1;0.125;0.125;0.16280417;0.16280417;0.0042877197265625;102;0.18021202;0.18021202;1;0;0;0;1
221.0;16;21;1;0.5;0.125;0.51448435;0.123986095;0.003265380859375;70;0.52120143;0.123674914;0;0;0;9;1
221.0;21;16;3;0.375;0.375;0.32271147;0.32271147;0.0084991455078125;169;0.29858658;0.29858658;0;0;0;6;1
221.0;16;25;3;0.5;0.375;0.51448435;0.39049825;0.010284423828125;225;0.52120143;0.3975265;0;0;0;28;1
222.0;16;25;2;0.5;0.25;0.53567034;0.28413284;0.007049560546875;156;0.5540541;0.3011583;0;0;0;30;1
222.0;25;16;4;0.5;0.5;0.46432963;0.46432963;0.0115203857421875;231;0.44594595;0.44594595;0;0;0;24;1
222.0;16;28;2;0.5;0.25;0.53567034;0.2515375;0.0062408447265625;131;0.5540541;0.25289574;0;0;0;31;1
223.0;16;28;2;0.5714286;0.2857143;0.61927545;0.2932331;0.0065460205078125;140;0.6419492;0.29661018;0;0;0;33;1
223.0;28;16;3;0.42857143;0.42857143;0.38072455;0.38072455;0.0084991455078125;169;0.35805085;0.35805085;0;0;0;27;1
223.0;16;30;2;0.5714286;0.2857143;0.61927545;0.32604238;0.0072784423828125;163;0.6419492;0.34533897;0;0;0;50;1
224.0;16;30;4;0.29411766;0.23529412;0.07469819;0.062374245;0.01513671875;344;0.42319748;0.35945663;0;0;0;54;1
224.0;2;32;1;0.05882353;0.4117647;0.041247483;0.86544263;0.010009765625;37;0.038662486;0.27063742;0;0;0;13;1
224.0;3;32;1;0.05882353;0.4117647;0.041184608;0.86544263;0.0099945068359375;37;0.038662486;0.27063742;0;0;0;12;1
224.0;4;32;1;0.05882353;0.4117647;0.08243209;0.86544263;0.0200042724609375;37;0.038662486;0.27063742;0;0;0;13;1
224.0;6;32;1;0.05882353;0.4117647;0.08243209;0.86544263;0.0200042724609375;37;0.038662486;0.27063742;0;0;0;12;1
224.0;8;32;1;0.05882353;0.4117647;0.1236167;0.86544263;0.029998779296875;37;0.038662486;0.27063742;0;0;0;12;1
224.0;30;16;5;0.29411766;0.29411766;0.059859157;0.059859157;0.0145263671875;293;0.3061651;0.3061651;0;0;0;45;1
224.0;13;32;1;0.05882353;0.4117647;0.041247483;0.86544263;0.010009765625;37;0.038662486;0.27063742;0;0;0;9;1
224.0;14;32;1;0.05882353;0.4117647;0.4532822;0.86544263;0.1100006103515625;37;0.038662486;0.27063742;0;0;0;9;1
224.0;16;27;1;0.29411766;0.05882353;0.07469819;0.012323944;0.00299072265625;61;0.42319748;0.06374086;0;0;0;13;1
225.0;16;27;2;0.5;0.25;0.52238804;0.27839065;0.0065460205078125;140;0.5345912;0.29350105;0;0;0;15;1
225.0;27;16;3;0.375;0.5;0.3614536;0.47761193;0.0084991455078125;169;0.3542977;0.4654088;0;0;0;12;1
225.0;16;17;2;0.5;0.25;0.52238804;0.24399741;0.0057373046875;115;0.5345912;0.24109015;0;0;0;14;1
225.0;17;16;1;0.125;0.5;0.11615834;0.47761193;0.0027313232421875;53;0.11111111;0.4654088;0;0;0;11;1
226.0;17;16;2;0.5;0.75;0.5263158;0.7631579;0.0054931640625;107;0.5431472;0.7715736;0;0;0;13;1
226.0;16;20;1;0.25;0.25;0.23684211;0.23684211;0.002471923828125;45;0.2284264;0.2284264;0;0;0;5;1
226.0;20;16;1;0.25;0.75;0.23684211;0.7631579;0.002471923828125;45;0.2284264;0.7715736;0;0;0;5;1
227.0;20;16;1;0.2;0.2;0.15168539;0.15168539;0.002471923828125;45;0.12931034;0.12931034;0;0;0;6;1
227.0;16;31;4;0.8;0.8;0.8483146;0.8483146;0.013824462890625;303;0.87068963;0.87068963;0;0;0;50;1
228.0;16;31;1;0.18181819;0.09090909;0.025868878;0.015205371;0.0035247802734375;78;0.18552037;0.11764706;0;0;0;51;1
228.0;41;36;1;0.09090909;0.09090909;0.018496577;0.018496577;0.0042877197265625;102;0.15384616;0.15384616;1;0;0;0;1
228.0;1;32;1;0.09090909;0.27272728;0.12941022;0.6471169;0.029998779296875;37;0.05580694;0.16742082;0;0;0;13;1
228.0;31;16;4;0.36363637;0.36363637;0.04969721;0.04969721;0.0115203857421875;231;0.3484163;0.3484163;0;0;0;44;1
228.0;5;32;1;0.09090909;0.27272728;0.30200106;0.6471169;0.07000732421875;37;0.05580694;0.16742082;0;0;0;12;1
228.0;12;32;1;0.09090909;0.27272728;0.21570563;0.6471169;0.0500030517578125;37;0.05580694;0.16742082;0;0;0;11;1
228.0;42;49;1;0.09090909;0.09090909;0.25882044;0.25882044;0.05999755859375;96;0.14479639;0.14479639;1;0;0;1;1
228.0;16;18;1;0.18181819;0.09090909;0.025868878;0.0106635075;0.002471923828125;45;0.18552037;0.06787331;0;0;0;8;1
229.0;18;16;1;0.33333334;0.33333334;0.3005566;0.3005566;0.002471923828125;45;0.28125;0.28125;0;0;0;8;1
229.0;16;24;2;0.6666667;0.6666667;0.6994434;0.6994434;0.0057525634765625;115;0.71875;0.71875;0;0;0;18;1
230.0;24;16;2;0.5;0.5;0.46684006;0.46684006;0.0054779052734375;107;0.44957983;0.44957983;0;0;0;18;1
230.0;16;28;2;0.5;0.5;0.53316;0.53316;0.006256103515625;131;0.55042017;0.55042017;0;0;0;35;1
231.0;16;28;1;0.5;0.16666667;0.5414955;0.17666392;0.0032806396484375;70;0.56217617;0.18134715;0;0;0;36;1
231.0;28;16;3;0.5;0.5;0.45850453;0.45850453;0.008514404296875;169;0.43782383;0.43782383;0;0;0;30;1
231.0;16;29;2;0.5;0.33333334;0.5414955;0.36483157;0.00677490234375;147;0.56217617;0.380829;0;0;0;38;1
232.0;16;29;2;0.25;0.16666667;0.03039658;0.021942532;0.007049560546875;156;0.3344;0.2496;0;0;0;40;1
232.0;0;32;1;0.083333336;0.41666666;0.21785799;0.93374497;0.0699920654296875;37;0.0592;0.296;0;0;0;14;1
232.0;7;32;1;0.083333336;0.41666666;0.062265497;0.93374497;0.0200042724609375;37;0.0592;0.296;0;0;0;12;1
232.0;9;32;1;0.083333336;0.41666666;0.031109;0.93374497;0.0099945068359375;37;0.0592;0.296;0;0;0;11;1
232.0;10;32;1;0.083333336;0.41666666;0.031109;0.93374497;0.0099945068359375;37;0.0592;0.296;0;0;0;12;1
232.0;11;32;1;0.083333336;0.41666666;0.5914035;0.93374497;0.19000244140625;37;0.0592;0.296;0;0;0;10;1
232.0;29;16;4;0.33333334;0.33333334;0.035858467;0.035858467;0.0115203857421875;231;0.3696;0.3696;0;0;0;36;1
232.0;16;24;1;0.25;0.083333336;0.03039658;0.008454049;0.002716064453125;53;0.3344;0.0848;0;0;0;19;1
233.0;16;24;1;0.5;0.25;0.5425667;0.2515883;0.003021240234375;62;0.56504065;0.25203252;0;0;0;20;1
233.0;24;16;2;0.5;0.5;0.45743328;0.45743328;0.0054931640625;107;0.43495935;0.43495935;0;0;0;20;1
233.0;16;30;1;0.5;0.25;0.5425667;0.2909784;0.0034942626953125;77;0.56504065;0.31300813;0;0;0;55;1
234.0;16;30;4;0.54545456;0.36363637;0.58983195;0.427402;0.01513671875;344;0.61037236;0.4574468;0;0;0;59;1
234.0;30;16;5;0.45454547;0.45454547;0.41016802;0.41016802;0.0145263671875;293;0.38962767;0.38962767;0;0;0;50;1
234.0;16;23;2;0.54545456;0.18181819;0.58983195;0.16242999;0.0057525634765625;115;0.61037236;0.15292554;0;0;0;13;1
235.0;23;16;2;0.5;0.5;0.46692607;0.46692607;0.0054931640625;107;0.44957983;0.44957983;0;0;0;8;1
235.0;16;21;2;0.5;0.5;0.5330739;0.5330739;0.0062713623046875;131;0.55042017;0.55042017;0;0;0;11;1
236.0;16;21;1;0.30769232;0.07692308;0.090614535;0.02322065;0.0032806396484375;70;0.40936556;0.10574018;0;0;0;12;1
236.0;3;32;1;0.07692308;0.46153846;0.0;0.8493358;0.0;37;0.05589124;0.33534744;0;0;0;13;1
236.0;21;16;3;0.23076923;0.23076923;0.060049683;0.060049683;0.00848388671875;169;0.25528702;0.25528702;0;0;0;9;1
236.0;4;32;1;0.07692308;0.46153846;0.14159197;0.8493358;0.0200042724609375;37;0.05589124;0.33534744;0;0;0;14;1
236.0;6;32;1;0.07692308;0.46153846;0.14148396;0.8493358;0.019989013671875;37;0.05589124;0.33534744;0;0;0;13;1
236.0;8;32;1;0.07692308;0.46153846;0.4246679;0.8493358;0.05999755859375;37;0.05589124;0.33534744;0;0;0;13;1
236.0;14;32;1;0.07692308;0.46153846;0.070849985;0.8493358;0.010009765625;37;0.05589124;0.33534744;0;0;0;10;1
236.0;15;32;1;0.07692308;0.46153846;0.07074198;0.8493358;0.0099945068359375;37;0.05589124;0.33534744;0;0;0;12;1
236.0;16;27;3;0.30769232;0.23076923;0.090614535;0.067393884;0.009521484375;201;0.40936556;0.30362538;0;0;0;18;1
237.0;27;16;3;0.75;0.75;0.77468705;0.77468705;0.0084991455078125;169;0.78971964;0.78971964;0;0;0;15;1
237.0;16;20;1;0.25;0.25;0.22531293;0.22531293;0.002471923828125;45;0.21028037;0.21028037;0;0;0;6;1
238.0;20;16;1;0.33333334;0.33333334;0.28321677;0.28321677;0.002471923828125;45;0.2556818;0.2556818;0;0;0;7;1
238.0;16;21;2;0.6666667;0.6666667;0.7167832;0.7167832;0.006256103515625;131;0.7443182;0.7443182;0;0;0;14;1
239.0;16;21;1;0.5;0.16666667;0.5283658;0.18204911;0.0032806396484375;70;0.5432432;0.1891892;0;0;0;15;1
239.0;21;16;3;0.5;0.5;0.4716342;0.4716342;0.0084991455078125;169;0.45675677;0.45675677;0;0;0;12;1
239.0;16;27;2;0.5;0.33333334;0.5283658;0.3463167;0.0062408447265625;131;0.5432432;0.35405406;0;0;0;20;1
240.0;2;32;1;0.1;0.4;0.0;0.8435006;0.0;37;0.06928839;0.27715355;0;0;0;14;1
240.0;16;27;1;0.3;0.1;0.084684685;0.027670527;0.0032806396484375;70;0.40636703;0.13108614;0;0;0;21;1
240.0;5;32;1;0.1;0.4;0.5904762;0.8435006;0.07000732421875;37;0.06928839;0.27715355;0;0;0;13;1
240.0;12;32;1;0.1;0.4;0.08429858;0.8435006;0.0099945068359375;37;0.06928839;0.27715355;0;0;0;12;1
240.0;13;32;1;0.1;0.4;0.16872586;0.8435006;0.0200042724609375;37;0.06928839;0.27715355;0;0;0;10;1
240.0;27;16;3;0.3;0.3;0.07181467;0.07181467;0.008514404296875;169;0.3164794;0.3164794;0;0;0;18;1
240.0;16;29;2;0.3;0.2;0.084684685;0.057014156;0.0067596435546875;147;0.40636703;0.2752809;0;0;0;42;1
241.0;16;29;3;0.5;0.375;0.531347;0.43078834;0.010589599609375;234;0.5470588;0.45882353;0;0;0;45;1
241.0;29;16;4;0.5;0.5;0.46865302;0.46865302;0.0115203857421875;231;0.45294118;0.45294118;0;0;0;40;1
241.0;16;19;1;0.5;0.125;0.531347;0.10055866;0.002471923828125;45;0.5470588;0.0882353;0;0;0;3;1
242.0;19;16;1;0.33333334;0.6666667;0.33333334;0.6666667;0.002471923828125;45;0.33333334;0.6666667;0;0;0;3;1
242.0;16;20;1;0.33333334;0.33333334;0.33333334;0.33333334;0.002471923828125;45;0.33333334;0.33333334;0;0;0;7;1
242.0;20;16;1;0.33333334;0.6666667;0.33333334;0.6666667;0.002471923828125;45;0.33333334;0.6666667;0;0;0;8;1
243.0;48;49;1;0.2;0.2;0.84702474;0.84702474;0.5;96;0.26815644;0.26815644;1;0;0;1;1
243.0;16;25;3;0.6;0.6;0.017448172;0.017448172;0.0102996826171875;225;0.62849164;0.62849164;0;0;0;33;1
243.0;1;32;1;0.2;0.2;0.13552706;0.13552706;0.0800018310546875;37;0.10335196;0.10335196;0;0;0;14;1
244.0;9;32;1;0.11111111;0.22222222;0.47810218;0.47810218;0.019989013671875;37;0.06981132;0.13962264;0;0;0;12;1
244.0;11;32;1;0.11111111;0.22222222;0.0;0.47810218;0.0;37;0.06981132;0.13962264;0;0;0;11;1
244.0;16;25;1;0.22222222;0.11111111;0.14343065;0.08430657;0.0035247802734375;78;0.23207547;0.14716981;0;0;0;34;1
244.0;25;16;4;0.44444445;0.44444445;0.27554744;0.27554744;0.0115203857421875;231;0.43584907;0.43584907;0;0;0;28;1
244.0;48;44;1;0.11111111;0.11111111;0.102919705;0.102919705;0.004302978515625;102;0.19245283;0.19245283;1;0;0;0;1
244.0;16;19;1;0.22222222;0.11111111;0.14343065;0.059124086;0.002471923828125;45;0.23207547;0.08490566;0;0;0;4;1
245.0;19;16;1;0.33333334;0.33333334;0.3005566;0.3005566;0.002471923828125;45;0.28125;0.28125;0;0;0;4;1
245.0;16;22;2;0.6666667;0.6666667;0.6994434;0.6994434;0.0057525634765625;115;0.71875;0.71875;0;0;0;21;1
246.0;22;16;2;0.4;0.4;0.34753147;0.34753147;0.0054779052734375;107;0.32228917;0.32228917;0;0;0;18;1
246.0;16;25;3;0.6;0.6;0.65246856;0.65246856;0.010284423828125;225;0.67771083;0.67771083;0;0;0;37;1
247.0;16;25;1;0.22222222;0.11111111;0.079586565;0.039965548;0.0035400390625;78;0.31187123;0.15694165;0;0;0;38;1
247.0;25;16;4;0.44444445;0.44444445;0.1300603;0.1300603;0.0115203857421875;231;0.46478873;0.46478873;0;0;0;32;1
247.0;16;30;1;0.22222222;0.11111111;0.079586565;0.039621018;0.003509521484375;77;0.31187123;0.15492958;0;0;0;60;1
247.0;0;32;1;0.11111111;0.33333334;0.33867356;0.7903531;0.029998779296875;37;0.07444668;0.22334003;0;0;0;15;1
247.0;3;32;1;0.11111111;0.33333334;0.11300603;0.7903531;0.010009765625;37;0.07444668;0.22334003;0;0;0;14;1
247.0;4;32;1;0.11111111;0.33333334;0.33867356;0.7903531;0.029998779296875;37;0.07444668;0.22334003;0;0;0;15;1
248.0;7;32;1;0.071428575;0.21428572;0.13488851;0.53955406;0.029998779296875;37;0.041248605;0.12374582;0;0;0;13;1
248.0;10;32;1;0.071428575;0.21428572;0.22483705;0.53955406;0.0500030517578125;37;0.041248605;0.12374582;0;0;0;13;1
248.0;15;32;1;0.071428575;0.21428572;0.17982848;0.53955406;0.0399932861328125;37;0.041248605;0.12374582;0;0;0;13;1
248.0;16;30;4;0.35714287;0.2857143;0.08034305;0.06806175;0.01513671875;344;0.4425864;0.38350055;0;0;0;64;1
248.0;33;49;1;0.071428575;0.071428575;0.3147856;0.3147856;0.07000732421875;96;0.10702341;0.10702341;1;0;0;0;1
248.0;30;16;5;0.35714287;0.35714287;0.065317325;0.065317325;0.0145263671875;293;0.32664436;0.32664436;0;0;0;55;1
248.0;16;24;1;0.35714287;0.071428575;0.08034305;0.012281303;0.0027313232421875;53;0.4425864;0.059085842;0;0;0;21;1
249.0;16;24;1;0.5;0.25;0.5;0.275;0.003021240234375;62;0.5;0.2897196;0;0;0;22;1
249.0;24;16;2;0.5;0.5;0.5;0.5;0.0054931640625;107;0.5;0.5;0;0;0;22;1
249.0;16;19;1;0.5;0.25;0.5;0.225;0.002471923828125;45;0.5;0.21028037;0;0;0;5;1
250.0;19;16;1;0.5;0.5;0.45378152;0.45378152;0.002471923828125;45;0.4245283;0.4245283;0;0;0;5;1
250.0;16;26;1;0.5;0.5;0.5462185;0.5462185;0.0029754638671875;61;0.5754717;0.5754717;0;0;0;16;1
251.0;16;26;2;0.54545456;0.18181819;0.20598672;0.06619349;0.0065460205078125;140;0.6457726;0.20408164;0;0;0;18;1
251.0;26;16;3;0.27272728;0.27272728;0.08609782;0.08609782;0.008514404296875;169;0.24635568;0.24635568;0;0;0;13;1
251.0;16;29;4;0.54545456;0.36363637;0.20598672;0.13979325;0.013824462890625;303;0.6457726;0.44169095;0;0;0;49;1
251.0;6;32;1;0.09090909;0.18181819;0.20228359;0.7079154;0.0200042724609375;37;0.05393586;0.10787172;0;0;0;14;1
251.0;8;32;1;0.09090909;0.18181819;0.50563186;0.7079154;0.0500030517578125;37;0.05393586;0.10787172;0;0;0;14;1
252.0;8;32;1;0.1;0.3;0.45026106;0.8103875;0.0500030517578125;37;0.06813996;0.2044199;0;0;0;15;1
252.0;13;32;1;0.1;0.3;0.089997254;0.8103875;0.0099945068359375;37;0.06813996;0.2044199;0;0;0;11;1
252.0;14;32;1;0.1;0.3;0.27012914;0.8103875;0.029998779296875;37;0.06813996;0.2044199;0;0;0;11;1
252.0;29;16;4;0.4;0.4;0.10373729;0.10373729;0.0115203857421875;231;0.42541435;0.42541435;0;0;0;44;1
252.0;16;26;3;0.3;0.3;0.08587524;0.08587524;0.0095367431640625;201;0.37016574;0.37016574;0;0;0;21;1
253.0;26;16;3;0.6;0.6;0.57556933;0.57556933;0.00848388671875;169;0.56333333;0.56333333;0;0;0;16;1
253.0;16;21;2;0.4;0.4;0.42443064;0.42443064;0.006256103515625;131;0.43666667;0.43666667;0;0;0;17;1
254.0;16;21;1;0.33333334;0.16666667;0.3187348;0.17356043;0.003265380859375;70;0.31218275;0.17766498;0;0;0;18;1
254.0;21;16;3;0.5;0.5;0.45255473;0.45255473;0.008514404296875;169;0.428934;0.428934;0;0;0;15;1
254.0;43;44;1;0.16666667;0.16666667;0.22871046;0.22871046;0.004302978515625;102;0.25888324;0.25888324;1;0;0;0;1
254.0;16;17;1;0.33333334;0.16666667;0.3187348;0.14517437;0.0027313232421875;53;0.31218275;0.13451776;0;0;0;15;1
255.0;16;17;1;0.33333334;0.11111111;0.10394785;0.035856575;0.003021240234375;62;0.4097222;0.14351852;0;0;0;16;1
255.0;17;16;2;0.22222222;0.22222222;0.06501268;0.06501268;0.0054779052734375;107;0.24768518;0.24768518;0;0;0;15;1
255.0;1;32;1;0.11111111;0.44444445;0.11879754;0.8310395;0.010009765625;37;0.08564815;0.3425926;0;0;0;15;1
255.0;2;32;1;0.11111111;0.44444445;0.11861645;0.8310395;0.0099945068359375;37;0.08564815;0.3425926;0;0;0;15;1
255.0;16;22;2;0.33333334;0.22222222;0.10394785;0.06809127;0.0057373046875;115;0.4097222;0.2662037;0;0;0;23;1
255.0;5;32;1;0.11111111;0.44444445;0.23741399;0.8310395;0.0200042724609375;37;0.08564815;0.3425926;0;0;0;14;1
255.0;9;32;1;0.11111111;0.44444445;0.3562115;0.8310395;0.0300140380859375;37;0.08564815;0.3425926;0;0;0;13;1
256.0;12;32;1;0.16666667;0.16666667;0.54454786;0.54454786;0.04998779296875;37;0.09973046;0.09973046;0;0;0;13;1
256.0;36;49;1;0.16666667;0.16666667;0.32679522;0.32679522;0.029998779296875;96;0.2587601;0.2587601;1;0;0;0;1
256.0;22;16;2;0.33333334;0.33333334;0.06017287;0.06017287;0.005523681640625;107;0.2884097;0.2884097;0;0;0;20;1
256.0;16;27;2;0.33333334;0.33333334;0.068484046;0.068484046;0.00628662109375;131;0.35309973;0.35309973;0;0;0;23;1
257.0;16;27;1;0.4;0.2;0.4025696;0.22912206;0.003265380859375;70;0.40492958;0.24647887;0;0;0;24;1
257.0;27;16;3;0.6;0.6;0.5974304;0.5974304;0.008514404296875;169;0.5950704;0.5950704;0;0;0;21;1
257.0;16;19;1;0.4;0.2;0.4025696;0.17344753;0.002471923828125;45;0.40492958;0.15845071;0;0;0;6;1
258.0;19;16;1;0.5;0.5;0.4764706;0.4764706;0.002471923828125;45;0.45918366;0.45918366;0;0;0;6;1
258.0;16;22;1;0.5;0.5;0.5235294;0.5235294;0.002716064453125;53;0.5408163;0.5408163;0;0;0;24;1
259.0;16;22;1;0.33333334;0.16666667;0.045707658;0.022969838;0.003021240234375;62;0.40460527;0.20394737;0;0;0;25;1
259.0;22;16;2;0.33333334;0.33333334;0.04199536;0.04199536;0.005523681640625;107;0.35197368;0.35197368;0;0;0;22;1
259.0;16;27;1;0.33333334;0.16666667;0.045707658;0.02273782;0.00299072265625;61;0.40460527;0.20065789;0;0;0;25;1
259.0;3;32;1;0.16666667;0.33333334;0.6081206;0.912297;0.079986572265625;37;0.121710524;0.24342105;0;0;0;15;1
259.0;11;32;1;0.16666667;0.33333334;0.30417633;0.912297;0.040008544921875;37;0.121710524;0.24342105;0;0;0;12;1
260.0;15;32;1;0.083333336;0.083333336;0.070658036;0.070658036;0.03997802734375;37;0.04180791;0.04180791;0;0;0;14;1
260.0;16;27;5;0.5;0.41666666;0.31645092;0.312082;0.17657470703125;350;0.4463277;0.39548022;0;0;0;30;1
260.0;39;44;4;0.33333334;0.33333334;0.6085221;0.6085221;0.34429931640625;408;0.46101695;0.46101695;4;0;0;0;1
260.0;16;18;1;0.5;0.083333336;0.31645092;0.004368932;0.002471923828125;45;0.4463277;0.050847456;0;0;0;9;1
260.0;18;16;1;0.083333336;0.083333336;0.004368932;0.004368932;0.002471923828125;45;0.050847456;0.050847456;0;0;0;9;1
261.0;18;16;1;0.2;0.8;0.18367347;0.81632656;0.002471923828125;45;0.17374517;0.82625484;0;0;0;10;1
261.0;27;16;3;0.6;0.8;0.63265306;0.81632656;0.008514404296875;169;0.6525096;0.82625484;0;0;0;24;1
261.0;16;19;1;0.2;0.2;0.18367347;0.18367347;0.002471923828125;45;0.17374517;0.17374517;0;0;0;7;1
262.0;19;16;1;0.33333334;0.33333334;0.00738041;0.00738041;0.002471923828125;45;0.24193548;0.24193548;0;0;0;7;1
262.0;37;49;1;0.33333334;0.33333334;0.9852392;0.9852392;0.329986572265625;96;0.516129;0.516129;1;0;0;0;1
262.0;16;19;1;0.33333334;0.33333334;0.00738041;0.00738041;0.002471923828125;45;0.24193548;0.24193548;0;0;0;8;1
263.0;19;16;1;0.125;0.125;0.00330383;0.00330383;0.002471923828125;45;0.111386135;0.111386135;0;0;0;8;1
263.0;47;49;1;0.125;0.125;0.8553657;0.8553657;0.639984130859375;96;0.23762377;0.23762377;1;0;0;0;1
263.0;0;32;1;0.125;0.5;0.0534731;0.13370314;0.040008544921875;37;0.09158416;0.36633664;0;0;0;16;1
263.0;4;32;1;0.125;0.5;0.04009463;0.13370314;0.029998779296875;37;0.09158416;0.36633664;0;0;0;16;1
263.0;7;32;1;0.125;0.5;0.013378472;0.13370314;0.010009765625;37;0.09158416;0.36633664;0;0;0;14;1
263.0;16;22;2;0.25;0.25;0.0076273605;0.0076273605;0.005706787109375;115;0.28465346;0.28465346;0;0;0;27;1
263.0;10;32;1;0.125;0.5;0.026756944;0.13370314;0.02001953125;37;0.09158416;0.36633664;0;0;0;14;1
264.0;22;16;2;0.5;0.5;0.4477612;0.4477612;0.0054931640625;107;0.42125985;0.42125985;0;0;0;24;1
264.0;16;25;2;0.5;0.5;0.5522388;0.5522388;0.00677490234375;147;0.5787402;0.5787402;0;0;0;40;1
265.0;16;25;2;0.5;0.25;0.54392296;0.27677497;0.00701904296875;156;0.5674157;0.29213482;0;0;0;42;1
265.0;25;16;4;0.5;0.5;0.456077;0.456077;0.011566162109375;231;0.43258426;0.43258426;0;0;0;36;1
265.0;16;29;2;0.5;0.25;0.54392296;0.26714802;0.00677490234375;147;0.5674157;0.2752809;0;0;0;51;1
266.0;16;29;2;0.42857143;0.2857143;0.45296672;0.3357453;0.007080078125;156;0.4652778;0.3611111;0;0;0;53;1
266.0;29;16;4;0.5714286;0.5714286;0.5470333;0.5470333;0.01153564453125;231;0.5347222;0.5347222;0;0;0;48;1
266.0;16;18;1;0.42857143;0.14285715;0.45296672;0.117221415;0.002471923828125;45;0.4652778;0.104166664;0;0;0;10;1
267.0;18;16;1;0.125;0.125;0.014131193;0.014131193;0.002471923828125;45;0.14423077;0.14423077;0;0;0;11;1
267.0;2;32;1;0.125;0.75;0.17149337;0.9717376;0.029998779296875;37;0.118589744;0.71153843;0;0;0;16;1
267.0;5;32;1;0.125;0.75;0.05704815;0.9717376;0.009979248046875;37;0.118589744;0.71153843;0;0;0;15;1
267.0;6;32;1;0.125;0.75;0.11444522;0.9717376;0.02001953125;37;0.118589744;0.71153843;0;0;0;15;1
267.0;8;32;1;0.125;0.75;0.28576413;0.9717376;0.04998779296875;37;0.118589744;0.71153843;0;0;0;16;1
267.0;13;32;1;0.125;0.75;0.05722261;0.9717376;0.010009765625;37;0.118589744;0.71153843;0;0;0;12;1
267.0;14;32;1;0.125;0.75;0.28576413;0.9717376;0.04998779296875;37;0.118589744;0.71153843;0;0;0;12;1
267.0;16;18;1;0.125;0.125;0.014131193;0.014131193;0.002471923828125;45;0.14423077;0.14423077;0;0;0;11;1
268.0;18;16;1;0.2;0.2;0.15168539;0.15168539;0.002471923828125;45;0.12931034;0.12931034;0;0;0;12;1
268.0;16;26;3;0.6;0.6;0.58426964;0.58426964;0.009521484375;201;0.57758623;0.57758623;0;0;0;24;1
268.0;38;34;1;0.2;0.2;0.26404494;0.26404494;0.004302978515625;102;0.29310346;0.29310346;1;0;0;0;1
269.0;38;34;1;0.14285715;0.14285715;0.18552631;0.18552631;0.004302978515625;102;0.20564516;0.20564516;1;0;0;0;1
269.0;26;16;3;0.42857143;0.42857143;0.36842105;0.36842105;0.008544921875;169;0.3407258;0.3407258;0;0;0;19;1
269.0;16;25;3;0.42857143;0.42857143;0.44605264;0.44605264;0.010345458984375;225;0.45362905;0.45362905;0;0;0;45;1
270.0;16;25;1;0.5;0.125;0.5297767;0.1426799;0.003509521484375;78;0.5470588;0.15294118;0;0;0;46;1
270.0;25;16;4;0.5;0.5;0.47022334;0.47022334;0.011566162109375;231;0.45294118;0.45294118;0;0;0;40;1
270.0;16;26;3;0.5;0.375;0.5297767;0.38709676;0.009521484375;201;0.5470588;0.39411765;0;0;0;27;1
271.0;26;16;3;0.42857143;0.42857143;0.06522246;0.06522246;0.008544921875;169;0.52;0.52;0;0;0;22;1
271.0;1;32;1;0.14285715;0.42857143;0.61052877;0.91590965;0.079986572265625;37;0.11384615;0.34153846;0;0;0;16;1
271.0;9;32;1;0.14285715;0.42857143;0.22921035;0.91590965;0.030029296875;37;0.11384615;0.34153846;0;0;0;14;1
271.0;12;32;1;0.14285715;0.42857143;0.07617051;0.91590965;0.009979248046875;37;0.11384615;0.34153846;0;0;0;14;1
271.0;16;18;1;0.14285715;0.14285715;0.018867925;0.018867925;0.002471923828125;45;0.13846155;0.13846155;0;0;0;12;1
272.0;18;16;1;0.5;0.5;0.5;0.5;0.002471923828125;45;0.5;0.5;0;0;0;13;1
272.0;16;20;1;0.5;0.5;0.5;0.5;0.002471923828125;45;0.5;0.5;0;0;0;8;1
273.0;20;16;1;0.33333334;0.33333334;0.28321677;0.28321677;0.002471923828125;45;0.2556818;0.2556818;0;0;0;9;1
273.0;16;26;2;0.6666667;0.6666667;0.7167832;0.7167832;0.006256103515625;131;0.7443182;0.7443182;0;0;0;29;1
274.0;16;26;1;0.33333334;0.16666667;0.3290735;0.17252396;0.0032958984375;70;0.32587063;0.17412935;0;0;0;30;1
274.0;26;16;3;0.5;0.5;0.44728434;0.44728434;0.008544921875;169;0.420398;0.420398;0;0;0;25;1
274.0;42;46;1;0.16666667;0.16666667;0.22364217;0.22364217;0.0042724609375;102;0.25373134;0.25373134;1;0;0;0;1
